Y	19600799
Y	19617365
Y	19705968
Y	19589554
Y	19726979
Y	19568471
Y	19578564
Y	19591313
Y	19706890
Y	15174126
Y	19606247
Y	19734207
Y	19555341
Y	19704773
Y	19574353
Y	3009437
Y	12915521
Y	12915595
Y	2882367
Y	7715230
Y	19587995
Y	22220317
Y	19744379
Y	19124076
Y	7028010
Y	19555629
Y	12368221
Y	20421621
Y	19577760
Y	3020557
Y	21335370
Y	15916789
Y	8599041
Y	19555586
Y	19612294
Y	19604424
Y	19602615
Y	19601387
Y	19550969
Y	19707633
Y	19706182
Y	19555421
Y	21082056
Y	19589665
Y	19597252
Y	19731417
Y	19740619
Y	19450281
Y	21082140
Y	19719229
Y	21335828
Y	12385373
Y	19682471
Y	12738919
Y	2790828
Y	6954907
Y	2793795
Y	21334445
Y	19606073
Y	19602700
Y	19734362
Y	19730748
Y	19574445
Y	19602808
Y	16980679
Y	19589444
Y	19574418
Y	13314125
Y	8467162
Y	8816997
Y	8817189
Y	11871573
Y	12360998
Y	12361463
Y	19450382
Y	19448967
Y	6974222
Y	21335181
Y	12702131
Y	19704778
Y	19577868
Y	3007486
Y	19716813
Y	3020436
Y	19590758
Y	19617348
Y	7064107
Y	6900224
Y	19719141
Y	7064780
Y	7063966
Y	19727932
Y	19578830
Y	3025236
Y	13314120
Y	15175792
Y	19544091
Y	19544474
Y	12914483
Y	11880318
Y	2795666
Y	21843530
Y	19745211
Y	19603877
Y	19745508
Y	19602788
Y	19602572
Y	19595420
Y	19579869
Y	19731413
Y	19578550
Y	19742201
Y	7715213
Y	12379881
Y	12380239
Y	6872336
Y	20507639
Y	19734314
Y	6946205
Y	19567953
Y	19589123
Y	19595430
Y	19616827
Y	6872130
Y	13479594
Y	12774339
Y	10183027
Y	11326103
Y	11495165
Y	11496613
Y	11499801
Y	11502571
Y	11506775
Y	11510376
Y	11513008
Y	11513010
Y	11513037
Y	11513711
Y	11517656
Y	11520864
Y	11523255
Y	11531277
Y	11531287
Y	11531376
Y	11531436
Y	11531702
Y	11531739
Y	11532021
Y	11532064
Y	11532071
Y	11533958
Y	11537529
Y	11537858
Y	11538022
Y	11539253
Y	11679166
Y	11679736
Y	11681581
Y	11681596
Y	11684568
Y	10189143
Y	11703391
Y	11710985
Y	10191177
Y	10191180
Y	10191199
Y	11732456
Y	11734891
Y	11734892
Y	11735729
Y	11741208
Y	11741863
Y	11743841
Y	11744444
Y	12757253
Y	12816022
Y	12816025
Y	12842193
Y	12842478
Y	12846976
Y	12856797
Y	13479566
Y	14639847
Y	14639945
Y	19602326
Y	19708439
Y	19709663
Y	19735754
Y	26638756
Y	26642320
Y	26642325
Y	26645622
Y	26658043
Y	26658050
Y	26670460
Y	26670608
Y	26671347
Y	2841514
Y	2843760
Y	2953745
Y	2961338
Y	10231209
Y	56728018
Y	10622985
Y	7064122
Y	7070823
Y	11295961
Y	10181684
Y	11301599
Y	2854773
Y	18990638
Y	20579692
Y	20660195
Y	12856602
Y	19719687
Y	2871755
Y	13281164
Y	11866783
Y	3331235
Y	20016683
Y	15062861
Y	19091557
Y	16269855
Y	16908460
Y	7552703
Y	16845328
Y	3653721
Y	12146093
Y	15044542
Y	15802078
Y	17195062
Y	7928667
Y	20592684
Y	13581420
Y	19512182
Y	11767235
Y	21570923
Y	8799138
Y	23056260
Y	2787139
Y	19578874
Y	19573570
Y	7509119
Y	15832550
Y	16472403
Y	8334315
Y	15606073
Y	14737980
Y	6528285
Y	15085916
Y	20420315
Y	19650017
Y	12713788
Y	11954931
Y	16441195
Y	7976449
Y	12531479
Y	14348012
Y	21191139
Y	13028757
Y	18900712
Y	19946164
Y	19479208
Y	20714792
Y	15677443
Y	20811907
Y	19285671
Y	2837813
Y	12786637
Y	8505931
Y	9805308
Y	7037463
Y	15618874
Y	20540708
Y	14305824
Y	19567605
Y	19567170
Y	19559533
Y	4848884
Y	14289459
Y	5653607
Y	16068566
Y	19987707
Y	12015585
Y	13221267
Y	15315830
Y	15334888
Y	15193021
Y	5758031
Y	8937484
Y	8710099
Y	2935676
Y	2947384
Y	21846615
Y	21837909
Y	21833752
Y	14674502
Y	14580613
Y	19615517
Y	7822430
Y	19702405
Y	13962956
Y	19197041
Y	21721733
Y	16673857
Y	17389431
Y	8769750
Y	8032421
Y	20109245
Y	20366935
Y	18653339
Y	13857305
Y	7446340
Y	12794953
Y	7703081
Y	14345477
Y	9323616
Y	22351775
Y	19277987
Y	14676503
Y	21320942
Y	8339101
Y	21104024
Y	8807426
Y	12492785
Y	2942588
Y	7660876
Y	20513928
Y	21237985
Y	7083982
Y	7743375
Y	14348421
Y	19067766
Y	12808965
Y	20435220
Y	21450311
Y	21227584
Y	17438528
Y	7084020
Y	16759336
Y	26614441
Y	15425763
Y	13326897
Y	20982915
Y	13704260
Y	13704262
Y	2881004
Y	13672533
Y	14722975
Y	7083995
Y	18670123
Y	6981770
Y	13384720
Y	20766813
Y	12436283
Y	12124738
Y	21103999
Y	20994979
Y	7093345
Y	9981645
Y	15760299
Y	12872781
Y	13704277
Y	20126729
Y	7816911
Y	13442875
Y	7674997
Y	21619922
Y	8040909
Y	12295513
Y	14707591
Y	17438860
Y	17133051
Y	14811455
Y	16670386
Y	6802557
Y	14277992
Y	12403470
Y	8913047
Y	14792892
Y	14676547
Y	14676551
Y	20612722
Y	13143580
Y	8038980
Y	17220880
Y	9926800
Y	14825552
Y	16781658
Y	12846293
Y	13238735
Y	13190993
Y	13191000
Y	13150839
Y	7357807
Y	13854622
Y	13869062
Y	12702610
Y	12702611
Y	7343735
Y	14655637
Y	13710472
Y	12702621
Y	18670176
Y	8157010
Y	21619884
Y	21630037
Y	8044344
Y	7758669
Y	6872469
Y	18970114
Y	13567775
Y	14638932
Y	12098601
Y	14536098
Y	19577120
Y	2999247
Y	20406639
Y	12676415
Y	8845981
Y	14936504
Y	8438221
Y	8890591
Y	11954171
Y	14101220
Y	16965529
Y	16659975
Y	19816697
Y	15497953
Y	6943434
Y	13766115
Y	2942587
Y	20609818
Y	26609637
Y	13473678
Y	15130265
Y	8165157
Y	21236801
Y	13238734
Y	19759789
Y	20553928
Y	6557497
Y	6557498
Y	8171678
